ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13128297,JG326425,07/03/2023 06:38:00 PM,024XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1013.0,10.0,22.0,30.0,08B,1151427.0,1887505.0,2023.0,08/19/2023 03:40:26 PM,41.847194452,-87.719755655,"(41.847194452, -87.719755655)"
12829218,JF398544,09/16/2022 03:00:00 AM,007XX E 80TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,631.0,6.0,8.0,44.0,07,1182706.0,1852127.0,2022.0,01/03/2023 03:40:27 PM,41.749443657,-87.606061317,"(41.749443657, -87.606061317)"
13721084,JH554013,12/24/2024 10:27:00 AM,004XX S CLARK ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TAVERN / LIQUOR STORE,True,False,122.0,1.0,34.0,32.0,22,1175595.0,1898337.0,2024.0,11/02/2025 03:41:09 PM,41.876410116,-87.630734288,"(41.876410116, -87.630734288)"
13532983,JH351168,07/17/2024 05:32:00 PM,086XX S SANGAMON ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,613.0,6.0,21.0,71.0,04B,1171497.0,1847226.0,2024.0,05/17/2025 03:40:52 PM,41.736247305,-87.647278649,"(41.736247305, -87.647278649)"
13961041,JJ407412,09/08/2025 06:00:00 PM,010XX W ARDMORE AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,False,False,2022.0,20.0,48.0,77.0,07,1168293.0,1938703.0,2025.0,03/14/2026 03:41:39 PM,41.987337309,-87.6563744,"(41.987337309, -87.6563744)"
14179756,JK233266,04/27/2026 12:30:00 PM,034XX S DR MARTIN LUTHER KING JR DR,1330,CRIMINAL TRESPASS,TO LAND,MEDICAL / DENTAL OFFICE,False,False,211.0,2.0,4.0,35.0,26,1179477.0,1882111.0,2026.0,05/05/2026 03:43:37 PM,41.83179686,-87.616978074,"(41.83179686, -87.616978074)"
13776316,JJ182740,03/15/2025 05:50:00 PM,034XX N SOUTHPORT AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA STATION,True,False,1924.0,19.0,44.0,6.0,04A,1166363.0,1922825.0,2025.0,03/14/2026 03:41:39 PM,41.943809131,-87.663929245,"(41.943809131, -87.663929245)"
14017901,JJ475841,11/01/2025 12:00:00 PM,085XX S SOUTH CHICAGO AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,412.0,4.0,8.0,46.0,07,1193065.0,1848416.0,2025.0,03/14/2026 03:41:39 PM,41.73901381,-87.568223286,"(41.73901381, -87.568223286)"
13951775,JJ395893,08/30/2025 10:51:00 PM,065XX S WOLCOTT AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,False,False,726.0,7.0,16.0,67.0,04B,1164813.0,1861210.0,2025.0,03/14/2026 03:41:39 PM,41.774764989,-87.671372364,"(41.774764989, -87.671372364)"
12796932,JF360043,08/17/2022 11:37:00 AM,012XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,BANK,False,False,1233.0,12.0,28.0,28.0,08A,1165916.0,1894587.0,2022.0,01/03/2023 03:40:27 PM,41.866331725,-87.666379171,"(41.866331725, -87.666379171)"
13866566,JJ292724,06/13/2025 12:00:00 AM,078XX S ADA ST,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,612.0,6.0,17.0,71.0,06,1168803.0,1852709.0,2025.0,03/14/2026 03:41:39 PM,41.751351929,-87.656990648,"(41.751351929, -87.656990648)"
13298795,JG530186,12/05/2023 07:23:00 PM,002XX S STATE ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,CTA TRAIN,True,False,113.0,1.0,34.0,32.0,18,1176417.0,1899156.0,2023.0,12/13/2023 03:41:38 PM,41.878638996,-87.627691486,"(41.878638996, -87.627691486)"
13321024,JG556901,12/28/2023 03:16:00 AM,024XX W ADDISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1921.0,19.0,47.0,5.0,08B,1159654.0,1923837.0,2023.0,12/21/2024 03:40:46 PM,41.946727243,-87.688560416,"(41.946727243, -87.688560416)"
13802320,JJ214004,03/21/2025 12:00:00 AM,035XX S CALUMET AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,212.0,2.0,3.0,35.0,11,1179100.0,1881440.0,2025.0,03/14/2026 03:41:39 PM,41.829964204,-87.618381803,"(41.829964204, -87.618381803)"
13537482,JH356584,07/22/2024 02:55:00 AM,053XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,AUTO / BOAT / RV DEALERSHIP,False,False,1634.0,16.0,30.0,15.0,05,1140032.0,1926077.0,2024.0,05/17/2025 03:40:52 PM,41.953256407,-87.760630807,"(41.953256407, -87.760630807)"
13381631,JH167650,02/27/2024 12:26:00 PM,016XX N HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,2535.0,25.0,26.0,23.0,14,1149798.0,1910592.0,2024.0,12/21/2024 03:40:46 PM,41.91057954,-87.725133695,"(41.91057954, -87.725133695)"
13713655,JJ106656,01/07/2025 08:00:00 AM,115XX S PERRY AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,522.0,5.0,9.0,53.0,04B,1177651.0,1828278.0,2025.0,11/02/2025 03:41:09 PM,41.684114564,-87.625303429,"(41.684114564, -87.625303429)"
13813966,JJ227936,04/22/2025 08:15:00 PM,042XX W FILLMORE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,1132.0,11.0,24.0,29.0,04B,1148236.0,1895030.0,2025.0,03/14/2026 03:41:39 PM,41.867905958,-87.731273072,"(41.867905958, -87.731273072)"
13046035,JG228100,04/15/2023 10:00:00 PM,002XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1821.0,18.0,2.0,8.0,11,1174199.0,1908321.0,2023.0,08/19/2023 03:40:26 PM,41.903838027,-87.635561788,"(41.903838027, -87.635561788)"
13967190,JJ414914,09/14/2025 06:00:00 PM,008XX S LYTLE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1231.0,12.0,28.0,28.0,14,1168090.0,1896325.0,2025.0,03/14/2026 03:41:39 PM,41.871054311,-87.658348082,"(41.871054311, -87.658348082)"
13570717,JH396157,08/20/2024 04:57:00 PM,026XX N CLYBOURN AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1931.0,19.0,32.0,7.0,06,1163560.0,1917417.0,2024.0,05/17/2025 03:40:52 PM,41.929028876,-87.674384528,"(41.929028876, -87.674384528)"
13475622,JH282251,05/24/2024 12:00:00 PM,038XX S WABASH AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,False,False,213.0,2.0,3.0,35.0,26,1177360.0,1879532.0,2024.0,05/17/2025 03:40:52 PM,41.824768058,-87.624823541,"(41.824768058, -87.624823541)"
13580588,JH408229,08/30/2024 11:11:00 AM,056XX S HALSTED ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,712.0,7.0,16.0,68.0,08B,1171932.0,1867463.0,2024.0,05/17/2025 03:40:52 PM,41.791770601,-87.645091743,"(41.791770601, -87.645091743)"
14158104,JK206997,03/08/2026 11:24:00 PM,001XX N PEORIA ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1224.0,12.0,27.0,28.0,08A,1170381.0,1901412.0,2026.0,04/07/2026 04:00:21 PM,41.884963658,-87.649788299,"(41.884963658, -87.649788299)"
13594168,JH424388,09/10/2024 08:00:00 PM,047XX S GREENWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,222.0,2.0,4.0,39.0,14,1184380.0,1873761.0,2024.0,05/17/2025 03:40:52 PM,41.808770282,-87.599250428,"(41.808770282, -87.599250428)"
13364953,JH147748,02/10/2024 06:22:00 PM,051XX N BROADWAY,0560,ASSAULT,SIMPLE,GAS STATION,True,False,2033.0,20.0,47.0,3.0,08A,1167380.0,1934505.0,2024.0,12/21/2024 03:40:46 PM,41.975837637,-87.659853835,"(41.975837637, -87.659853835)"
13353768,JH134638,01/27/2024 03:00:00 PM,015XX W WARREN BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1224.0,12.0,27.0,28.0,06,1165833.0,1900435.0,2024.0,12/21/2024 03:40:46 PM,41.882380888,-87.666517086,"(41.882380888, -87.666517086)"
13408833,JH200659,03/22/2024 12:45:00 PM,021XX W THOMAS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1212.0,12.0,1.0,24.0,14,1161875.0,1907301.0,2024.0,12/21/2024 03:40:46 PM,41.901305225,-87.680859171,"(41.901305225, -87.680859171)"
12838970,JF410304,09/25/2022 01:40:00 PM,003XX N LOTUS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1523.0,15.0,37.0,25.0,07,1139889.0,1901698.0,2022.0,01/03/2023 03:40:27 PM,41.886360375,-87.761753818,"(41.886360375, -87.761753818)"
13987731,JJ439666,09/30/2025 12:00:00 AM,011XX W 104TH PL,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2232.0,22.0,21.0,73.0,11,1170534.0,1835506.0,2025.0,03/14/2026 03:41:39 PM,41.704106907,-87.651146986,"(41.704106907, -87.651146986)"
13194257,JG404637,08/30/2023 11:15:00 PM,025XX W NORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1434.0,14.0,1.0,24.0,15,1158986.0,1910547.0,2023.0,11/01/2023 03:40:30 PM,41.910272317,-87.691381528,"(41.910272317, -87.691381528)"
13096623,JG288715,06/05/2023 09:50:00 AM,077XX S YATES BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421.0,4.0,7.0,43.0,08B,1193541.0,1854145.0,2023.0,08/19/2023 03:40:26 PM,41.754723038,-87.566292236,"(41.754723038, -87.566292236)"
14116794,JK156807,02/20/2026 08:00:00 AM,081XX S HERMITAGE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,614.0,6.0,17.0,71.0,08A,1166098.0,1850618.0,2026.0,03/14/2026 03:41:39 PM,41.745671849,-87.666962519,"(41.745671849, -87.666962519)"
12777728,JF337546,07/30/2022 01:12:00 PM,087XX S EMERALD AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,True,False,2223.0,22.0,21.0,71.0,24,1172836.0,1846953.0,2022.0,01/03/2023 03:40:27 PM,41.735468761,-87.642381056,"(41.735468761, -87.642381056)"
12769632,JF327906,07/22/2022 09:52:00 PM,082XX S ESCANABA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,423.0,4.0,7.0,46.0,15,1196925.0,1850937.0,2022.0,01/03/2023 03:40:27 PM,41.745836588,-87.553997627,"(41.745836588, -87.553997627)"
13620750,JH456375,10/04/2024 01:30:00 PM,009XX W MADISON ST,0810,THEFT,OVER $500,APARTMENT,False,False,1224.0,12.0,34.0,28.0,06,1169999.0,1900225.0,2024.0,05/17/2025 03:40:52 PM,41.881714789,-87.6512257,"(41.881714789, -87.6512257)"
12872102,JF449910,10/17/2022 09:00:00 AM,084XX S GREEN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,613.0,6.0,21.0,71.0,11,1172114.0,1848889.0,2022.0,01/03/2023 03:40:27 PM,41.740797282,-87.644969445,"(41.740797282, -87.644969445)"
13575101,JH400813,08/24/2024 10:00:00 PM,037XX W ADDISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,False,True,1732.0,17.0,30.0,16.0,08B,1150919.0,1923677.0,2024.0,05/17/2025 03:40:52 PM,41.946464013,-87.720672053,"(41.946464013, -87.720672053)"
13287266,JG516278,11/19/2023 02:00:00 PM,001XX E SUPERIOR ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,False,1834.0,18.0,2.0,8.0,26,1177462.0,1905399.0,2023.0,11/27/2023 03:41:35 PM,41.895746469,-87.623664929,"(41.895746469, -87.623664929)"
13167205,JG372671,08/07/2023 12:00:00 AM,065XX S KILPATRICK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,833.0,8.0,13.0,64.0,07,1146174.0,1860752.0,2023.0,08/19/2023 03:40:26 PM,41.773881542,-87.739712544,"(41.773881542, -87.739712544)"
13353325,JH134148,01/30/2024 05:12:00 PM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422.0,24.0,49.0,1.0,06,1163126.0,1950347.0,2024.0,12/21/2024 03:40:46 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
13430425,JH226698,04/15/2024 08:58:00 PM,001XX N WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,1223.0,12.0,27.0,28.0,14,1160382.0,1901035.0,2024.0,12/21/2024 03:40:46 PM,41.884141821,-87.686516607,"(41.884141821, -87.686516607)"
13738326,JJ136494,02/03/2025 07:00:00 AM,066XX S SACRAMENTO AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,831.0,8.0,15.0,66.0,26,1157524.0,1860514.0,2025.0,11/02/2025 03:41:09 PM,41.773005916,-87.698111753,"(41.773005916, -87.698111753)"
13870699,JJ297708,06/16/2025 07:20:00 PM,073XX W FOSTER AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1613.0,16.0,41.0,10.0,06,1126603.0,1933723.0,2025.0,03/14/2026 03:41:39 PM,41.974473519,-87.809826125,"(41.974473519, -87.809826125)"
14107762,JK145842,02/11/2026 01:30:00 PM,036XX N LAVERGNE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1634.0,16.0,30.0,15.0,14,1142385.0,1923696.0,2026.0,03/14/2026 03:41:39 PM,41.946679253,-87.752040247,"(41.946679253, -87.752040247)"
14085432,JK118222,01/16/2026 06:45:00 PM,040XX W ROOSEVELT RD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1011.0,10.0,24.0,29.0,08A,1149463.0,1894398.0,2026.0,03/14/2026 03:41:39 PM,41.866147972,-87.726784885,"(41.866147972, -87.726784885)"
13001430,JG174869,03/04/2023 07:00:00 PM,072XX S PEORIA ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,False,733.0,7.0,6.0,68.0,26,1171557.0,1856902.0,2023.0,08/19/2023 03:40:26 PM,41.762798204,-87.646775966,"(41.762798204, -87.646775966)"
13020079,JG197335,03/21/2023 05:00:00 PM,020XX W GRAND AVE,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,False,False,1221.0,12.0,26.0,24.0,05,1162813.0,1903485.0,2023.0,08/19/2023 03:40:26 PM,41.890814195,-87.67752095,"(41.890814195, -87.67752095)"
14079745,JK110708,01/10/2026 08:50:00 AM,055XX S WOLCOTT AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,715.0,7.0,16.0,67.0,26,1164634.0,1867878.0,2026.0,03/14/2026 03:41:39 PM,41.793066619,-87.6718405,"(41.793066619, -87.6718405)"
13543505,JH363856,07/26/2024 11:00:00 PM,072XX N BELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,2411.0,24.0,49.0,2.0,14,1160112.0,1948070.0,2024.0,05/17/2025 03:40:52 PM,42.013214164,-87.686204003,"(42.013214164, -87.686204003)"
13945889,JJ388519,08/23/2025 02:00:00 PM,061XX S UNIVERSITY AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,314.0,3.0,20.0,42.0,04A,1184827.0,1864626.0,2025.0,03/14/2026 03:41:39 PM,41.783692627,-87.597897592,"(41.783692627, -87.597897592)"
13128910,JG326995,07/04/2023 02:00:00 AM,035XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1123.0,11.0,28.0,27.0,14,1152837.0,1898845.0,2023.0,08/19/2023 03:40:26 PM,41.878284941,-87.714280831,"(41.878284941, -87.714280831)"
13111947,JG307070,06/19/2023 01:00:00 AM,011XX S CANAL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,124.0,1.0,28.0,28.0,08B,1173310.0,1895266.0,2023.0,08/19/2023 03:40:26 PM,41.868034106,-87.639215155,"(41.868034106, -87.639215155)"
13254676,JG476190,03/01/2023 09:10:00 AM,029XX W ADAMS ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,1124.0,11.0,27.0,27.0,11,1156757.0,1898881.0,2023.0,10/26/2023 03:42:00 PM,41.878305239,-87.699886431,"(41.878305239, -87.699886431)"
14027513,JJ487737,11/12/2025 08:00:00 PM,085XX S DREXEL AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,False,True,632.0,6.0,8.0,44.0,20,1183714.0,1848551.0,2025.0,03/14/2026 03:41:39 PM,41.73960729,-87.602478933,"(41.73960729, -87.602478933)"
13379051,JH164447,02/24/2024 05:47:00 PM,084XX S STONY ISLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,412.0,4.0,8.0,45.0,04B,1188272.0,1849422.0,2024.0,12/21/2024 03:40:46 PM,41.741889964,-87.585751635,"(41.741889964, -87.585751635)"
13102273,JG295510,06/10/2023 08:30:00 AM,006XX W MONTROSE DR,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1914.0,19.0,46.0,3.0,06,1171219.0,1929506.0,2023.0,08/19/2023 03:40:26 PM,41.962036566,-87.645883993,"(41.962036566, -87.645883993)"
13551679,JH371828,08/02/2024 10:00:00 AM,031XX N CLARK ST,0860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,1933.0,19.0,44.0,6.0,06,1170283.0,1920956.0,2024.0,05/17/2025 03:40:52 PM,41.93859561,-87.649576033,"(41.93859561, -87.649576033)"
13459269,JH261331,05/12/2024 02:00:00 AM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False,1925.0,19.0,44.0,6.0,06,1170327.0,1922606.0,2024.0,12/21/2024 03:40:46 PM,41.943122315,-87.649365938,"(41.943122315, -87.649365938)"
13293782,JG523820,11/30/2023 08:15:00 PM,079XX S LANGLEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,624.0,6.0,6.0,44.0,08B,1182272.0,1852504.0,2023.0,12/08/2023 03:41:35 PM,41.750488241,-87.607640001,"(41.750488241, -87.607640001)"
13115208,JG177531,03/07/2023 12:19:00 PM,056XX N CENTRAL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,False,False,1622.0,16.0,45.0,11.0,15,1137865.0,1937162.0,2023.0,09/27/2023 03:42:22 PM,41.983714103,-87.768328259,"(41.983714103, -87.768328259)"
13452990,JH254387,05/07/2024 11:35:00 AM,011XX W TAYLOR ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,False,1232.0,12.0,34.0,28.0,11,1168819.0,1895740.0,2024.0,12/21/2024 03:40:46 PM,41.869433264,-87.655688627,"(41.869433264, -87.655688627)"
13218538,JG433596,09/21/2023 06:25:00 PM,062XX N HOYNE AVE,0460,BATTERY,SIMPLE,STREET,False,False,2413.0,24.0,50.0,2.0,08B,1161187.0,1941478.0,2023.0,09/29/2023 03:42:17 PM,41.995103158,-87.682432913,"(41.995103158, -87.682432913)"
13169340,JG375219,08/08/2023 11:18:00 PM,042XX W WILCOX ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,True,False,1115.0,11.0,28.0,26.0,26,1148078.0,1898997.0,2023.0,08/19/2023 03:40:26 PM,41.878794911,-87.731751053,"(41.878794911, -87.731751053)"
14029031,JJ489586,11/14/2025 09:32:00 PM,096XX S HALSTED ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,False,2223.0,22.0,21.0,73.0,26,1172679.0,1840836.0,2025.0,03/14/2026 03:41:39 PM,41.718686316,-87.64313593,"(41.718686316, -87.64313593)"
13877556,JJ305763,04/30/2025 02:32:00 PM,030XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,133.0,1.0,4.0,35.0,06,1177749.0,1884891.0,2025.0,03/14/2026 03:41:39 PM,41.839464759,-87.623233908,"(41.839464759, -87.623233908)"
13380725,JH166538,02/26/2024 02:21:00 PM,006XX N WABASH AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER (SPECIFY),False,False,1834.0,18.0,42.0,8.0,26,1176631.0,1904280.0,2024.0,12/21/2024 03:40:46 PM,41.892694698,-87.626750816,"(41.892694698, -87.626750816)"
12921023,JF508251,12/12/2022 06:30:00 PM,013XX N PULASKI RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2534.0,25.0,27.0,23.0,06,1149466.0,1908864.0,2022.0,01/03/2023 03:40:27 PM,41.905844192,-87.726398267,"(41.905844192, -87.726398267)"
13105521,JG299395,06/12/2023 05:00:00 PM,074XX S COLFAX AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,334.0,3.0,7.0,43.0,26,1194668.0,1856103.0,2023.0,08/19/2023 03:40:26 PM,41.76006829,-87.562097869,"(41.76006829, -87.562097869)"
14103534,JK140821,02/06/2026 07:10:00 PM,027XX N SACRAMENTO AVE,0460,BATTERY,SIMPLE,STREET,False,False,1411.0,14.0,1.0,22.0,08B,1155904.0,1918135.0,2026.0,03/14/2026 03:41:39 PM,41.931157132,-87.702498572,"(41.931157132, -87.702498572)"
12927580,JF516365,12/19/2022 03:25:00 PM,050XX W THOMAS ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1531.0,15.0,37.0,25.0,08B,1142364.0,1906849.0,2022.0,01/03/2023 03:40:27 PM,41.900449731,-87.75253686,"(41.900449731, -87.75253686)"
13460457,JH263227,05/14/2024 03:02:00 PM,016XX W MONTEREY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2234.0,22.0,21.0,75.0,06,,,2024.0,05/16/2025 03:41:35 PM,,,
13340913,JH118933,01/17/2024 08:05:00 PM,002XX N MILWAUKEE AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False,1214.0,12.0,34.0,28.0,18,1172969.0,1901825.0,2024.0,12/21/2024 03:40:46 PM,41.886039995,-87.64027258,"(41.886039995, -87.64027258)"
13229840,JG447155,09/30/2023 08:00:00 PM,016XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,HOSPITAL BUILDING / GROUNDS,False,False,1231.0,12.0,27.0,28.0,06,1165585.0,1897802.0,2023.0,10/08/2023 03:42:58 PM,41.875161007,-87.667502749,"(41.875161007, -87.667502749)"
13549821,JH371210,08/01/2024 11:10:00 AM,101XX S LA SALLE ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,511.0,5.0,9.0,49.0,08B,1177058.0,1837765.0,2024.0,05/17/2025 03:40:52 PM,41.710161619,-87.627189481,"(41.710161619, -87.627189481)"
14158470,JK207328,04/06/2026 02:27:00 AM,045XX N HAZEL ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1914.0,19.0,46.0,3.0,11,1169442.0,1930512.0,2026.0,04/14/2026 03:44:12 PM,41.964835997,-87.652387841,"(41.964835997, -87.652387841)"
14045657,JJ509748,12/03/2025 10:30:00 AM,015XX S FAIRFIELD AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,True,False,1023.0,10.0,28.0,29.0,18,1158297.0,1892717.0,2025.0,03/14/2026 03:41:39 PM,41.861359279,-87.694400341,"(41.861359279, -87.694400341)"
28032,JH190705,03/17/2024 02:55:00 AM,052XX S CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,True,False,811.0,8.0,23.0,56.0,01A,1139917.0,1869227.0,2024.0,05/09/2024 03:41:07 PM,41.79725465,-87.762443591,"(41.79725465, -87.762443591)"
13222738,JG438893,09/25/2023 04:00:00 PM,115XX S LOOMIS ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,524.0,5.0,21.0,53.0,11,1169071.0,1828162.0,2023.0,10/13/2023 03:40:50 PM,41.68398545,-87.656715491,"(41.68398545, -87.656715491)"
13896375,JJ328986,07/10/2025 01:15:00 PM,017XX W PRATT BLVD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False,2432.0,24.0,49.0,1.0,26,1163242.0,1945213.0,2025.0,03/14/2026 03:41:39 PM,42.005308986,-87.674767964,"(42.005308986, -87.674767964)"
13596289,JH427044,09/13/2024 09:00:00 AM,026XX W GREENLEAF AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2411.0,24.0,50.0,2.0,06,1157457.0,1946675.0,2024.0,05/17/2025 03:40:52 PM,42.009440899,-87.696011382,"(42.009440899, -87.696011382)"
13458888,JH261718,05/10/2024 05:00:00 PM,017XX W GARFIELD BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False,715.0,7.0,16.0,67.0,06,1165725.0,1868088.0,2024.0,12/21/2024 03:40:46 PM,41.793619778,-87.667833952,"(41.793619778, -87.667833952)"
14110319,JK148953,02/14/2026 04:16:00 AM,020XX W RANDOLPH ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,False,True,1223.0,12.0,27.0,28.0,04B,1162726.0,1901224.0,2026.0,03/14/2026 03:41:39 PM,41.88461165,-87.67790388,"(41.88461165, -87.67790388)"
14080297,JK111214,01/11/2026 10:29:00 AM,007XX E 84TH PL,0560,ASSAULT,SIMPLE,APARTMENT,False,False,632.0,6.0,6.0,44.0,08A,1182765.0,1849016.0,2026.0,03/14/2026 03:41:39 PM,41.740905366,-87.605941485,"(41.740905366, -87.605941485)"
13487433,JH296145,05/31/2024 11:06:00 PM,014XX W 46TH ST,0890,THEFT,FROM BUILDING,FACTORY / MANUFACTURING BUILDING,False,False,924.0,9.0,15.0,61.0,06,1167674.0,1874250.0,2024.0,05/17/2025 03:40:52 PM,41.810487382,-87.660510241,"(41.810487382, -87.660510241)"
13588645,JH417173,09/04/2024 12:30:00 PM,051XX N RIDGEWAY AVE,0810,THEFT,OVER $500,PARK PROPERTY,False,False,1712.0,17.0,39.0,14.0,06,1150469.0,1933641.0,2024.0,05/17/2025 03:40:52 PM,41.973814751,-87.722064863,"(41.973814751, -87.722064863)"
